ro,STATIONS_ID,MESS_DATUM_BEGINN,MESS_DATUM_ENDE,QN_4,MO_N,MO_TT,MO_TX,MO_TN,MO_FK,MX_TX,MX_FX,MX_TN,MO_SD_S,QN_6,MO_RR,MX_RS
18,       6336,20191201,20191231,    1,  -999,   2.90,    5.98,    0.01,-999,  10.8,  -999,  -6.1,-999,    1,    86.5,   16.4
0,       6347,20180601,20180630,    3,  -999,  18.58,   24.11,   13.61,-999,  30.4,  -999,   6.8, 242.25,    9,    42.9,   32.7
1,       6347,20180701,20180731,    3,  -999,  21.44,   28.21,   14.58,-999,  36.2,  -999,  10.5, 319.37,    9,    49.4,   19.1
2,       6347,20180801,20180831,    3,  -999,  20.97,   27.47,   14.74,-999,  34.8,  -999,   6.0, 269.53,    9,    32.9,   12.4
3,       6347,20180901,20180930,    3,  -999,  15.64,   22.34,    9.66,-999,  30.1,  -999,   2.1, 223.02,    9,    28.2,   13.1
4,       6347,20181001,20181031,    3,  -999,  11.47,   17.27,    6.49,-999,  25.1,  -999,   1.0, 170.82,    3,    11.0,    3.5
5,       6347,20181101,20181130,    3,  -999,   5.67,    8.61,    2.83,-999,  17.7,  -999,  -1.1,  70.08,    3,    15.8,    3.5
6,       6347,20181201,20181231,    3,  -999,   3.45,    5.61,    1.30,-999,  12.2,  -999,  -3.9,  20.87,    3,    79.2,   21.4
7,       6347,20190101,20190131,    3,  -999,   0.54,    2.61,   -1.78,-999,   7.4,  -999,  -8.8,  44.72,    3,    44.7,    8.4
8,       6347,20190201,20190228,    3,  -999,   3.55,    8.38,   -0.70,-999,  16.4,  -999,  -4.7, 131.79,    3,     9.1,    3.8
9,       6347,20190301,20190331,    3,  -999,   7.01,   11.42,    2.80,-999,  19.0,  -999,  -2.5, 123.22,    3,    44.0,   10.4
10,       6347,20190401,20190430,    3,  -999,  10.78,   16.55,    5.39,-999,  25.8,  -999,  -0.2, 231.50,    3,    24.8,    8.0
11,       6347,20190501,20190531,    3,  -999,  11.29,   16.47,    6.15,-999,  24.3,  -999,  -0.5, 181.52,    3,    68.0,   21.7
12,       6347,20190601,20190630,    3,  -999,  20.32,   27.08,   13.28,-999,  35.4,  -999,   7.0, 307.54,    3,    38.3,   10.4
13,       6347,20190701,20190731,    3,  -999,  20.22,   26.75,   13.85,-999,  38.3,  -999,   6.7, 271.98,    3,    33.6,   14.1
14,       6347,20190801,20190831,    3,  -999,  19.71,   26.21,   14.13,-999,  32.1,  -999,   9.4, 218.72,    3,    53.4,   13.8
15,       6347,20190901,20190930,    3,  -999,  14.80,   20.26,    9.56,-999,  27.1,  -999,   3.9, 189.10,    3,    48.0,   21.2
16,       6347,20191001,20191031,    1,  -999,  11.04,   14.97,    7.55,-999,  25.2,  -999,  -0.5,  91.50,    1,    73.7,   12.6
17,       6347,20191101,20191130,    1,  -999,   5.35,    7.92,    2.76,-999,  15.1,  -999,  -2.0,  34.18,    1,    53.1,   14.5
18,       6347,20191201,20191231,    1,  -999,   3.34,    6.04,    0.92,-999,  12.2,  -999,  -4.7,  70.27,    1,    59.1,    9.2
0,       4911,20180601,20180630,    3,  -999,  18.99,   24.59,   12.70,    2.17,  29.8,  23.6,   6.5, 237.88,    9,    92.3,   29.9
1,       4911,20180701,20180731,    3,  3.95,  20.54,   27.62,   12.69,    2.06,  35.6,  19.9,   7.4, 286.60,    9,    23.3,   11.7
2,       4911,20180801,20180831,    3,  -999,  21.30,   28.34,   13.55,    1.94,  35.6,  17.2,   4.6, 271.35,    9,    41.4,    9.7
3,       4911,20180901,20180930,    3,  -999,  15.44,   21.96,    9.14,    1.93,  29.4,  19.3,   0.6, 217.30,    9,    59.7,   18.7
4,       4911,20181001,20181031,    3,  4.73,  10.77,   17.06,    4.60,    2.13,  24.0,  16.6,  -2.5, 176.27,    3,    40.3,   20.7
5,       4911,20181101,20181130,    3,  6.60,   4.72,    7.99,    0.96,    1.97,  19.0,  15.4,  -5.4,  62.15,    3,    36.4,   25.5
6,       4911,20181201,20181231,    3,  7.60,   2.47,    4.55,    0.16,    2.39,  12.1,  17.6,  -6.9,  13.88,    3,   116.6,   25.7
7,       4911,20190101,20190131,    3,  7.21,  -0.14,    2.14,   -2.66,    2.65,   7.9,  17.8,  -8.5,  40.52,    3,    56.4,    9.9
8,       4911,20190201,20190228,    3,  5.69,   1.52,    6.67,   -3.40,    1.93,  17.7,  16.4, -10.6, 131.85,    3,    45.0,   14.0
9,       4911,20190301,20190331,    3,  6.04,   6.85,   12.27,    1.36,    2.77,  19.4,  25.0,  -3.7, 150.77,    3,    45.4,   13.2
10,       4911,20190401,20190430,    3,  -999,  10.73,   17.31,    3.63,-999,  26.8,  15.5,  -1.8, 228.12,    3,    20.4,    6.6
11,       4911,20190501,20190531,    3,  -999,  11.70,   16.47,    6.42,-999,  23.0,  16.6,  -0.3, 166.15,    3,   105.2,   39.0
12,       4911,20190601,20190630,    3,  3.92,  20.90,   27.72,   12.90,    2.10,  35.0,  19.6,   8.4, 323.92,    3,    79.4,   73.3
13,       4911,20190701,20190731,    3,  5.28,  20.11,   26.65,   13.12,    1.97,  35.4,  15.7,   8.5, 253.00,    3,    44.7,    9.8
14,       4911,20190801,20190831,    3,  5.68,  19.55,   25.57,   13.51,    1.94,  31.8,  15.9,   8.6, 226.17,    3,    66.2,   11.2
15,       4911,20190901,20190930,    3,  -999,  14.65,   20.34,    8.52,-999,  29.2,  17.8,   0.2, 170.32,    3,    44.6,   21.2
16,       4911,20191001,20191031,    1,  6.50,  10.39,   14.95,    5.84,    2.06,  22.9,  13.2,  -2.1, 111.43,    1,    60.6,   15.9
17,       4911,20191101,20191130,    1,  7.26,   4.68,    7.60,    1.09,    2.10,  13.9,  12.1,  -2.5,  43.88,    1,    29.5,    6.9
18,       4911,20191201,20191231,    1,  6.75,   2.48,    5.68,   -0.93,    2.06,  14.6,  19.1,  -7.0,  66.20,    1,    34.2,    7.5
0,       5440,20180601,20180630,    3,  5.33,  17.74,   23.61,   11.61,    1.97,  29.2,  14.3,   4.9, 239.10,    9,    57.0,   24.3
1,       5440,20180701,20180731,    3,  4.24,  19.82,   26.59,   12.91,    2.00,  34.1,  15.2,   6.8, 313.07,    9,    66.9,   25.5
2,       5440,20180801,20180831,    3,  -999,  20.29,   27.01,   13.56,-999,  33.4,  17.7,   7.3, 268.15,    9,    31.6,    8.5
3,       5440,20180901,20180930,    3,  -999,  15.28,   21.72,    9.23,    2.20,  29.1,  26.4,  -0.5, 235.75,    9,    44.6,   12.0
4,       5440,20181001,20181031,    3,  4.81,  10.56,   16.82,    5.02,    2.23,  24.6,  16.5,  -1.9, 178.52,    3,    29.0,   14.1
5,       5440,20181101,20181130,    3,  6.41,   4.58,    7.71,    1.63,    2.30,  17.1,  13.1,  -4.2,  67.88,    3,    18.3,    8.8
6,       5440,20181201,20181231,    3,  7.44,   2.83,    4.96,    0.55,    3.00,  11.3,  25.4,  -5.4,  17.37,    3,   144.6,   43.4
7,       5440,20190101,20190131,    3,  7.05,  -0.29,    1.85,   -2.45,    2.97,   7.1,  20.0,  -8.8,  46.43,    3,    46.6,   11.2
8,       5440,20190201,20190228,    3,  5.30,   2.78,    8.34,   -1.75,    2.46,  17.3,  18.9,  -7.9, 148.35,    3,    18.1,    6.1
9,       5440,20190301,20190331,    3,  5.69,   6.31,   11.40,    1.29,    3.03,  18.6,  27.7,  -4.6, 153.38,    3,    34.4,    7.2
10,       5440,20190401,20190430,    3,  5.36,   9.99,   16.15,    3.48,    2.53,  25.9,  20.0,  -2.4, 213.43,    3,    25.3,   12.2
11,       5440,20190501,20190531,    3,  6.11,  10.75,   16.02,    4.89,    2.48,  22.9,  20.8,  -3.0, 189.83,    3,    75.7,   41.2
12,       5440,20190601,20190630,    3,  4.06,  19.84,   26.54,   12.44,    2.10,  35.2,  20.8,   6.9, 328.10,    3,    42.9,   22.0
13,       5440,20190701,20190731,    3,  -999,  19.59,   26.32,   12.81,-999,  36.6,  14.1,   6.4, 276.93,    3,    59.0,   16.8
14,       5440,20190801,20190831,    3,  4.95,  18.64,   24.70,   13.12,    2.00,  30.3,  19.3,   7.8, 236.57,    3,   115.6,   24.2
15,       5440,20190901,20190930,    3,  5.57,  13.94,   19.66,    8.24,    2.20,  26.4,  23.7,   0.5,-999,    3,    25.6,    5.7
16,       5440,20191001,20191031,    1,  6.02,  10.86,   15.28,    6.52,    2.42,  24.6,  14.1,  -2.1, 131.80,    1,    44.2,   12.7
17,       5440,20191101,20191130,    1,  7.18,   5.22,    7.96,    2.57,    2.17,  16.9,  15.3,  -2.7,  47.90,    1,    23.4,    7.9
18,       5440,20191201,20191231,    1,  6.44,   3.01,    6.03,    0.20,    2.55,  12.6,  22.3,  -6.4,  79.83,    1,    26.7,    4.2
0,       5111,20180601,20180630,    3,  -999,  17.64,   23.04,   12.78,-999,  29.6,  -999,   6.7,-999,-999,-999,   18.4
1,       5111,20180701,20180731,    3,  -999,  19.31,   25.48,   13.71,-999,  32.4,  -999,   8.6,-999,    9,   102.7,   33.1
2,       5111,20180801,20180831,    3,  -999,  20.36,   26.77,   14.39,-999,  33.2,  -999,   7.2,-999,    9,    85.1,   16.8
3,       5111,20180901,20180930,    3,  -999,  15.24,   20.89,   10.32,-999,  28.1,  -999,   1.4,-999,    9,    65.4,   12.2
4,       5111,20181001,20181031,    3,  -999,  11.00,   16.17,    6.58,-999,  24.0,  -999,   0.7,-999,    3,    54.1,   16.9
5,       5111,20181101,20181130,    3,  -999,   4.37,    7.57,    1.85,-999,  20.1,  -999,  -5.3,-999,    3,    27.9,   16.9
6,       5111,20181201,20181231,    3,  -999,   2.27,    5.16,   -0.40,-999,  13.6,  -999,  -7.0,-999,    3,   138.5,   23.3
7,       5111,20190101,20190131,    3,  -999,  -1.28,    1.02,   -3.84,-999,   9.1,  -999, -10.9,-999,    3,   129.4,   25.1
8,       5111,20190201,20190228,    3,  -999,   2.09,    6.99,   -2.37,-999,  16.8,  -999, -10.1,-999,    3,    51.7,   19.6
9,       5111,20190301,20190331,    3,  -999,   6.46,   11.38,    2.15,-999,  19.5,  -999,  -1.4,-999,    3,    68.9,   14.7
10,       5111,20190401,20190430,    3,  -999,   9.97,   15.41,    4.61,-999,  26.7,  -999,   1.2,-999,    3,    29.9,   11.9
11,       5111,20190501,20190531,    3,  -999,  10.41,   15.07,    6.33,-999,  22.9,  -999,   0.6,-999,    3,   213.4,   58.0
12,       5111,20190601,20190630,    3,  -999,  20.25,   26.50,   13.54,-999,  34.4,  -999,  10.3,-999,    3,    64.1,   33.2
13,       5111,20190701,20190731,    3,  -999,  19.47,   25.23,   14.06,-999,  33.8,  -999,   9.9,-999,    3,   130.7,   28.9
14,       5111,20190801,20190831,    3,  -999,  19.14,   24.62,   14.15,-999,  31.3,  -999,   9.4,-999,    3,    81.6,   21.2
15,       5111,20190901,20190930,    3,  -999,  14.21,   19.10,    9.51,-999,  27.5,  -999,   2.5,-999,    3,    64.6,   28.6
16,       5111,20191001,20191031,    1,  -999,  11.01,   16.02,    6.65,-999,  23.6,  -999,   1.4,-999,    1,-999,   22.3
17,       5111,20191101,20191130,    1,  -999,   4.21,    7.50,    1.21,-999,  15.7,  -999,  -2.4,-999,    1,    52.2,   11.6
18,       5111,20191201,20191231,    1,  -999,   3.11,    6.58,   -0.40,-999,  17.7,  -999,  -6.2,-999,    1,    64.0,   19.5
0,       1262,20180601,20180630,    3,  4.57,  17.84,   23.50,   11.31,    2.03,  28.9,  14.7,   4.9, 257.44,    9,   116.3,   38.3
1,       1262,20180701,20180731,    3,  3.62,  19.29,   26.00,   11.79,    1.90,  33.6,  17.3,   5.7, 317.78,    9,   103.8,   24.6
2,       1262,20180801,20180831,    3,  3.81,  19.97,   26.95,   12.40,    1.94,  33.5,  19.4,   3.6, 293.82,    9,    62.2,   15.7
3,       1262,20180901,20180930,    3,  4.31,  14.83,   21.51,    8.05,    1.80,  28.2,  25.9,  -1.2, 231.65,    9,    71.0,   14.5
4,       1262,20181001,20181031,    3,  4.31,   9.94,   16.60,    3.60,    2.13,  24.0,  19.9,  -3.1, 169.15,    3,    38.1,   25.4
5,       1262,20181101,20181130,    3,  6.09,   4.10,    7.61,    0.45,    2.13,  17.9,  15.4,  -5.2,  74.08,    3,    27.0,   18.0
6,       1262,20181201,20181231,    3,  7.11,   2.92,    5.65,   -0.09,    3.03,  14.3,  22.8,  -6.6,  33.93,    3,    71.7,   18.5
7,       1262,20190101,20190131,    3,  7.07,  -0.35,    1.96,   -2.90,    3.35,   7.9,  21.9, -10.7,  40.63,    3,    45.3,    8.2
8,       1262,20190201,20190228,    3,  5.10,   2.10,    8.03,   -3.68,    2.04,  17.6,  21.8, -11.2, 149.35,    3,    38.1,   13.4
9,       1262,20190301,20190331,    3,  5.29,   6.33,   11.89,    0.72,    3.29,  18.6,  30.0,  -5.4, 167.70,    3,    44.8,   10.3
10,       1262,20190401,20190430,    3,  4.96,  10.00,   16.03,    3.16,    2.63,  26.1,  17.5,  -1.4, 219.80,    3,    15.3,    4.9
11,       1262,20190501,20190531,    3,  5.73,  10.88,   15.83,    4.86,    2.35,  22.4,  17.2,  -2.5, 172.23,    3,   116.1,   52.3
12,       1262,20190601,20190630,    3,  3.51,  19.59,   26.30,   11.23,    2.10,  34.1,  32.9,   6.9, 331.58,    3,    50.7,   12.9
13,       1262,20190701,20190731,    3,  5.08,  19.45,   25.85,   12.18,    2.03,  34.5,  20.6,   6.4, 268.30,    3,    57.9,   12.5
14,       1262,20190801,20190831,    3,  5.01,  19.01,   25.01,   12.48,    1.94,  31.9,  14.9,   5.9, 235.98,    3,    84.6,   20.5
15,       1262,20190901,20190930,    3,  4.90,  13.81,   19.54,    6.94,    2.13,  27.5,  19.0,  -0.7, 193.21,    3,    55.9,   19.2
16,       1262,20191001,20191031,    1,  5.81,  10.40,   15.58,    4.77,    2.19,  23.1,  18.7,   0.6, 123.52,    1,    55.7,   16.1
17,       1262,20191101,20191130,    1,  6.77,   4.65,    7.86,    0.48,    2.13,  17.3,  15.2,  -2.8,  44.19,    1,    35.4,    6.9
18,       1262,20191201,20191231,    1,  5.81,   2.20,    6.13,   -2.18,    2.26,  14.8,  22.3,  -7.4,  84.27,    1,    48.2,   10.6
0,       4592,20180601,20180630,    3,  -999,  18.79,   25.25,   12.87,-999,  30.2,  -999,   8.3, 239.52,    9,    50.2,   25.3
1,       4592,20180701,20180731,    3,  -999,  20.85,   28.61,   13.20,-999,  36.1,  -999,   7.3, 301.42,    9,    47.1,   33.5
2,       4592,20180801,20180831,    3,  -999,  21.04,   28.81,   13.82,-999,  36.3,  -999,   5.8, 267.37,    9,    26.9,    8.5
3,       4592,20180901,20180930,    3,  -999,  15.04,   22.67,    9.00,-999,  29.9,  -999,  -0.4, 213.59,    9,    50.4,   16.5
4,       4592,20181001,20181031,    3,  -999,   9.90,   17.56,    4.36,-999,  25.7,  -999,  -1.4, 174.07,    3,    23.8,   12.5
5,       4592,20181101,20181130,    3,  -999,   4.02,    7.60,    0.69,-999,  18.1,  -999,  -6.1,  45.98,    3,    13.9,    4.8
6,       4592,20181201,20181231,    3,  -999,   2.54,    4.91,    0.06,-999,  11.9,  -999,  -8.2,  22.37,    3,   116.6,   26.9
7,       4592,20190101,20190131,    3,  -999,  -0.07,    2.59,   -2.81,-999,   7.3,  -999,  -9.9,  45.70,    3,    46.2,    5.4
8,       4592,20190201,20190228,    3,  -999,   1.62,    8.32,   -3.34,-999,  18.0,  -999,  -9.3, 130.25,    3,    26.8,   17.9
9,       4592,20190301,20190331,    3,  -999,   6.48,   12.15,    1.59,-999,  19.9,  -999,  -3.2, 131.15,    3,    71.6,   26.3
10,       4592,20190401,20190430,    3,  -999,  10.37,   17.86,    2.95,-999,  27.6,  -999,  -1.6, 266.15,    3,    13.7,    8.6
11,       4592,20190501,20190531,    3,  -999,  11.57,   17.20,    5.59,-999,  25.0,  -999,  -1.3, 157.68,    3,    67.9,   27.6
12,       4592,20190601,20190630,    3,  -999,  21.33,   29.10,   13.51,-999,  37.4,  -999,   7.7, 320.92,    3,    26.8,   22.6
13,       4592,20190701,20190731,    3,  -999,  20.74,   27.77,   14.05,-999,  37.3,  -999,   6.2, 270.07,    3,    48.9,   13.0
14,       4592,20190801,20190831,    3,  -999,  19.47,   26.21,   13.80,-999,  32.2,  -999,   8.1, 235.32,    3,   111.5,   29.3
15,       4592,20190901,20190930,    3,  -999,  14.37,   20.65,    8.67,-999,  29.1,  -999,   1.3, 176.62,    3,    33.4,   12.6
16,       4592,20191001,20191031,    1,  -999,  10.18,   15.59,    5.80,-999,  25.6,  -999,  -3.1, 122.07,    1,    33.8,    8.0
17,       4592,20191101,20191130,    1,  -999,   4.68,    7.94,    1.60,-999,  13.4,  -999,  -2.7,  44.99,    1,    32.2,    5.3
18,       4592,20191201,20191231,    1,  -999,   1.89,    5.29,   -1.04,-999,  12.6,  -999,  -7.6,  50.37,    1,    40.2,    7.5
0,       1473,20180601,20180630,    3,  -999,  17.93,   24.19,   11.71,-999,  29.2,  -999,   5.7, 232.37,    9,    71.7,   31.3
1,       1473,20180701,20180731,    3,  -999,  19.83,   27.19,   12.29,-999,  34.9,  -999,   7.5, 300.90,-999,-999,   14.3
2,       1473,20180801,20180831,    3,  -999,  20.46,   27.62,   13.46,-999,  34.6,  -999,   6.7, 258.55,    9,    47.7,   14.8
3,       1473,20180901,20180930,    3,  -999,  14.98,   21.69,    8.93,-999,  29.5,  -999,   1.1, 221.78,    9,    86.6,   28.1
4,       1473,20181001,20181031,    3,  -999,  10.30,   16.73,    4.69,-999,  25.4,  -999,  -1.8, 179.03,    3,    29.2,   11.9
5,       1473,20181101,20181130,    3,  -999,   4.50,    7.67,    1.66,-999,  16.4,  -999,  -3.3,  71.58,    3,    16.7,    7.5
6,       1473,20181201,20181231,    3,  -999,   2.69,    5.06,    0.46,-999,  11.4,  -999,  -5.4,  25.60,    3,   135.3,   44.0
7,       1473,20190101,20190131,    3,  -999,  -0.61,    1.74,   -3.09,-999,   6.7,  -999, -11.3,  52.70,    3,    84.0,   15.8
8,       1473,20190201,20190228,    3,  -999,   2.40,    7.96,   -3.38,-999,  17.1,  -999, -14.4, 139.08,    3,    16.5,    4.6
0,       1357,20180601,20180630,    3,  -999,  15.65,   21.11,   10.25,    1.87,  26.5,  15.1,   4.1,-999,    9,    65.1,   32.1
1,       1357,20180701,20180731,    3,  -999,  18.17,   24.95,   11.58,    1.61,  32.8,  12.4,   4.7,-999,    9,    72.5,   30.3
2,       1357,20180801,20180831,    3,  -999,  18.39,   25.22,   11.86,    1.81,  31.6,  21.5,   4.1,-999,    9,    25.9,   11.1
3,       1357,20180901,20180930,    3,  -999,  13.03,   19.69,    7.54,    1.80,  26.2,  16.3,  -1.7,-999,    9,    68.9,   33.7
4,       1357,20181001,20181031,    3,  -999,   8.58,   14.85,    4.04,    1.84,  22.2,  16.9,  -1.5,-999,    3,    52.2,   19.1
5,       1357,20181101,20181130,    3,  -999,   3.11,    6.13,    0.44,    1.93,  14.1,  16.6,  -5.2,-999,    3,    17.2,    9.2
6,       1357,20181201,20181231,    3,  -999,   1.07,    3.11,   -0.98,-999,   9.6,  19.1,  -8.1,-999,    3,   205.9,   42.1
7,       1357,20190101,20190131,    3,  -999,  -2.35,   -0.26,   -5.02,    2.35,   4.8,  20.1, -12.0,-999,    3,   148.2,   25.9
8,       1357,20190201,20190228,    3,  -999,   1.02,    6.27,   -3.09,    1.64,  15.1,  16.6, -10.1,-999,    3,    35.9,    9.5
9,       1357,20190301,20190331,    3,  -999,   4.30,    8.24,    1.01,    2.48,  17.0,  23.2,  -2.9,-999,    3,   145.3,   34.0
10,       1357,20190401,20190430,    3,  -999,   7.72,   14.50,    1.58,    2.30,  23.0,  17.1,  -4.5,-999,    3,    49.7,   20.5
11,       1357,20190501,20190531,    3,  -999,   8.98,   13.75,    3.97,    2.13,  21.4,  14.3,  -2.2,-999,    3,    96.9,   42.4
12,       1357,20190601,20190630,    3,  -999,  18.72,   25.79,   11.24,-999,  33.6,  16.4,   5.8,-999,    3,    21.5,    7.7
13,       1357,20190701,20190731,    3,  -999,  17.63,   23.90,   11.28,    1.90,  34.5,  14.7,   5.1,-999,    3,    39.6,   17.2
14,       1357,20190801,20190831,    3,  -999,  17.10,   23.38,   11.46,    1.84,  29.4,  12.0,   6.8,-999,    3,    52.9,   18.8
15,       1357,20190901,20190930,    3,  -999,  12.04,   17.53,    7.28,    1.90,  25.9,  20.2,   0.3,-999,    3,   115.9,   23.2
16,       1357,20191001,20191031,    1,  -999,   8.75,   13.35,    4.91,    2.00,  23.7,  16.5,  -4.1,-999,    1,   113.0,   25.2
17,       1357,20191101,20191130,    1,  -999,   3.38,    5.81,    0.93,    1.97,  11.8,  15.9,  -3.6,-999,    1,   104.3,   26.4
18,       1357,20191201,20191231,    1,  -999,   1.17,    3.75,   -1.28,    2.00,   9.3,  17.7,  -7.8,-999,    1,   105.5,   16.9
0,         73,20180601,20180630,    3,  -999,  18.72,   25.38,   12.56,-999,  31.2,  -999,   7.3, 226.28,    9,    73.6,   20.3
1,         73,20180701,20180731,    3,  -999,  20.05,   28.35,   12.66,-999,  36.0,  -999,   7.1, 279.52,    9,    29.1,    8.5
2,         73,20180801,20180831,    3,  -999,  21.12,   29.38,   13.87,-999,  36.2,  -999,   5.6, 291.33,    9,    54.3,   14.1
3,         73,20180901,20180930,    3,  -999,  15.32,   22.83,    9.53,-999,  30.2,  -999,   0.7, 228.30,    9,    69.9,   19.6
4,         73,20181001,20181031,    3,  -999,  10.71,   17.92,    5.11,-999,  24.3,  -999,  -0.9, 172.42,    3,    39.7,   17.3
5,         73,20181101,20181130,    3,  -999,   4.99,    8.10,    1.67,-999,  19.7,  -999,  -5.0,  63.47,    3,    42.3,   23.3
6,         73,20181201,20181231,    3,  -999,   2.37,    4.81,    0.10,-999,  13.7,  -999,  -6.7,  13.33,    3,    93.7,   24.6
7,         73,20190101,20190131,    3,  -999,  -0.38,    2.09,   -3.05,-999,   6.6,  -999,  -9.8,  44.15,    3,    68.8,   13.6
8,         73,20190201,20190228,    3,  -999,   1.44,    7.53,   -3.20,-999,  17.5,  -999, -13.4, 145.63,    3,    37.4,   18.0
9,         73,20190301,20190331,    3,  -999,   6.79,   13.01,    1.56,-999,  20.6,  -999,  -3.4, 160.40,    3,    39.4,   12.2
10,         73,20190401,20190430,    3,  -999,  10.89,   17.86,    3.75,-999,  25.9,  -999,  -0.3, 241.55,    3,    17.5,    6.8
11,         73,20190501,20190531,    3,  -999,  11.52,   17.25,    6.38,-999,  24.9,  -999,  -0.2, 164.53,    3,    94.8,   24.6
12,         73,20190601,20190630,    3,  -999,  20.88,   28.80,   13.22,-999,  34.7,  -999,  10.0, 305.55,-999,-999,   13.5
13,         73,20190701,20190731,    3,  -999,  19.65,   27.18,   12.96,-999,  35.7,  -999,   6.7, 253.75,    3,    62.0,   13.5
14,         73,20190801,20190831,    3,  -999,  19.54,   26.23,   13.94,-999,  32.6,  -999,   8.9, 227.23,    3,    78.0,   17.1
15,         73,20190901,20190930,    3,  -999,  14.16,   20.67,    8.73,-999,  29.6,  -999,   0.8, 166.33,    3,    44.5,   11.0
16,         73,20191001,20191031,    1,  -999,  10.41,   15.95,    5.97,-999,  24.0,  -999,  -1.4,-999,    1,    56.9,   12.1
17,         73,20191101,20191130,    1,  -999,   4.59,    7.95,    1.28,-999,  14.8,  -999,  -2.0,  37.22,    1,-999,   10.9
18,         73,20191201,20191231,    1,  -999,   2.45,    6.01,   -0.69,-999,  14.6,  -999,  -6.8,  68.08,    1,    28.4,    4.4
0,       3271,20180601,20180630,    3,  -999,  18.56,   25.15,   12.84,-999,  31.1,  -999,   7.4, 217.18,    9,    67.7,   25.9
1,       3271,20180701,20180731,    3,  -999,  19.89,   28.04,   13.17,-999,  36.2,  -999,   7.4, 272.15,    9,    28.4,   10.3
2,       3271,20180801,20180831,    3,  -999,  20.61,   28.45,   13.97,-999,  34.9,  -999,   5.9,-999,    9,    51.2,   17.0
3,       3271,20180901,20180930,    3,  -999,  14.89,   22.05,    9.56,-999,  28.6,  -999,   1.3,-999,    9,    77.4,   32.6
4,       3271,20181001,20181031,    3,  -999,  10.91,   17.96,    5.96,-999,  25.1,  -999,  -0.4,-999,    3,    39.2,   20.6
5,       3271,20181101,20181130,    3,  -999,   4.87,    8.93,    1.38,-999,  21.8,  -999,  -6.1,-999,    3,    27.8,   13.0
6,       3271,20181201,20181231,    3,  -999,   2.15,    4.36,   -0.14,-999,  11.2,  -999,  -7.7,-999,    3,   174.3,   31.7
7,       3271,20190101,20190131,    3,  -999,  -0.83,    2.07,   -3.33,-999,   6.4,  -999, -11.5,-999,    3,   169.5,   26.1
8,       3271,20190201,20190228,    3,  -999,   0.93,    7.04,   -3.20,-999,  17.0,  -999, -11.0,-999,    3,    40.3,   13.0
9,       3271,20190301,20190331,    3,  -999,   6.75,   12.54,    1.75,-999,  19.8,  -999,  -2.2,-999,    3,    92.6,   31.1
10,       3271,20190401,20190430,    3,  -999,  11.30,   18.36,    4.62,-999,  27.1,  -999,   0.2,-999,    3,    17.8,    5.6
11,       3271,20190501,20190531,    3,  -999,  11.55,   16.96,    6.35,-999,  25.4,  -999,  -0.4,-999,    3,   102.6,   20.5
12,       3271,20190601,20190630,    3,  -999,  20.78,   28.76,   13.71,-999,  34.1,  -999,  10.0,-999,    3,    47.6,   14.6
13,       3271,20190701,20190731,    3,  -999,  19.62,   26.70,   13.52,-999,  35.0,  -999,   7.2,-999,    3,    73.1,   27.7
14,       3271,20190801,20190831,    3,  -999,  19.29,   25.89,   14.12,-999,  31.4,  -999,   8.7,-999,    3,    64.5,   15.4
15,       3271,20190901,20190930,    3,  -999,  14.18,   20.53,    9.33,-999,  29.7,  -999,   2.2,-999,    3,    44.6,   13.5
16,       3271,20191001,20191031,    1,  -999,  10.18,   15.72,    5.95,-999,  23.2,  -999,  -1.9,-999,    1,    92.9,   20.5
17,       3271,20191101,20191130,    1,  -999,   4.81,    8.47,    1.44,-999,  16.5,  -999,  -2.5,-999,    1,    60.3,   12.4
18,       3271,20191201,20191231,    1,  -999,   2.22,    5.71,   -0.72,-999,  16.2,  -999,  -6.3,-999,    1,    58.6,   12.9
0,       3571,20180601,20180630,    3,  -999,  17.33,   22.84,   11.51,-999,  27.9,  -999,   5.6, 238.98,    9,    44.9,   32.6
1,       3571,20180701,20180731,    3,  -999,  19.62,   26.82,   11.26,-999,  35.7,  -999,   6.1, 299.73,    9,    23.3,   10.8
2,       3571,20180801,20180831,    3,  -999,  20.06,   27.26,   12.27,-999,  33.5,  -999,   3.9, 263.32,    9,    39.0,   25.3
3,       3571,20180901,20180930,    3,  -999,  13.92,   21.07,    7.49,-999,  28.2,  -999,  -2.2, 219.40,    9,    45.1,   16.1
4,       3571,20181001,20181031,    3,  -999,   9.51,   16.34,    3.36,-999,  24.2,  -999,  -3.5, 174.77,    3,    17.4,    6.0
5,       3571,20181101,20181130,    3,  -999,   4.12,    7.18,    0.97,-999,  15.0,  -999,  -4.6,  64.52,    3,    11.8,    7.3
6,       3571,20181201,20181231,    3,  -999,   2.16,    4.15,    0.06,-999,  11.1,  -999,  -6.4,   8.63,    3,   123.1,   23.0
7,       3571,20190101,20190131,    3,  -999,  -0.99,    1.24,   -4.17,-999,   6.6,  -999, -12.0,  36.67,    3,    63.4,    9.5
8,       3571,20190201,20190228,    3,  -999,   0.87,    7.13,   -4.16,-999,  16.1,  -999, -11.1, 119.78,    3,    18.0,    5.9
9,       3571,20190301,20190331,    3,  -999,   5.40,   10.13,    0.85,-999,  17.6,  -999,  -3.9, 113.93,    3,    72.9,   18.1
